sample	STARGenomeName	R1	R2	Strandedness	old.sample.name	Experiment	cell.type	libType	Treatment	dose.nM	rep	color	ExperimentAlias
4_LCL_polyA_WC12_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-E6_S100_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-E6_S100_R2_001.fastq.gz	RF	NewMolecule.C12-2	4	LCL	polyA	WC12	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WD01_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-H4_S32_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-H4_S32_R2_001.fastq.gz	RF	NewMolecule.D01-1	4	LCL	polyA	WD01	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WD01_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-H4_S87_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-H4_S87_R2_001.fastq.gz	RF	NewMolecule.D01-2	4	LCL	polyA	WD01	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WD02_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-G4_S31_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-G4_S31_R2_001.fastq.gz	RF	NewMolecule.D02-1	4	LCL	polyA	WD02	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WD02_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-G4_S86_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-G4_S86_R2_001.fastq.gz	RF	NewMolecule.D02-2	4	LCL	polyA	WD02	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WD03_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-F4_S30_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-F4_S30_R2_001.fastq.gz	RF	NewMolecule.D03-1	4	LCL	polyA	WD03	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WD03_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-F4_S85_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-F4_S85_R2_001.fastq.gz	RF	NewMolecule.D03-2	4	LCL	polyA	WD03	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WD04_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-E4_S29_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-E4_S29_R2_001.fastq.gz	RF	NewMolecule.D04-1	4	LCL	polyA	WD04	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WD04_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-E4_S84_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-E4_S84_R2_001.fastq.gz	RF	NewMolecule.D04-2	4	LCL	polyA	WD04	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WD05_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-D4_S28_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-D4_S28_R2_001.fastq.gz	RF	NewMolecule.D05-1	4	LCL	polyA	WD05	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WD05_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-D4_S83_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-D4_S83_R2_001.fastq.gz	RF	NewMolecule.D05-2	4	LCL	polyA	WD05	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WD06_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-C4_S27_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-C4_S27_R2_001.fastq.gz	RF	NewMolecule.D06-1	4	LCL	polyA	WD06	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WD06_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-C4_S82_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-C4_S82_R2_001.fastq.gz	RF	NewMolecule.D06-2	4	LCL	polyA	WD06	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WD07_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-B4_S26_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-B4_S26_R2_001.fastq.gz	RF	NewMolecule.D07-1	4	LCL	polyA	WD07	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WD07_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-B4_S81_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-B4_S81_R2_001.fastq.gz	RF	NewMolecule.D07-2	4	LCL	polyA	WD07	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WD08_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-A4_S25_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-A4_S25_R2_001.fastq.gz	RF	NewMolecule.D08-1	4	LCL	polyA	WD08	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WD08_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-A4_S80_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-A4_S80_R2_001.fastq.gz	RF	NewMolecule.D08-2	4	LCL	polyA	WD08	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WD09_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-D6_S44_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-D6_S44_R2_001.fastq.gz	RF	NewMolecule.D09-1	4	LCL	polyA	WD09	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WD09_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-D6_S99_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-D6_S99_R2_001.fastq.gz	RF	NewMolecule.D09-2	4	LCL	polyA	WD09	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WD10_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-C6_S43_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-C6_S43_R2_001.fastq.gz	RF	NewMolecule.D10-1	4	LCL	polyA	WD10	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WD10_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-C6_S98_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-C6_S98_R2_001.fastq.gz	RF	NewMolecule.D10-2	4	LCL	polyA	WD10	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WD11_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-B6_S42_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-B6_S42_R2_001.fastq.gz	RF	NewMolecule.D11-1	4	LCL	polyA	WD11	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WD11_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-B6_S97_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-B6_S97_R2_001.fastq.gz	RF	NewMolecule.D11-2	4	LCL	polyA	WD11	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WD12_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-A6_S41_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-A6_S41_R2_001.fastq.gz	RF	NewMolecule.D12-1	4	LCL	polyA	WD12	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WD12_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-A6_S96_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-A6_S96_R2_001.fastq.gz	RF	NewMolecule.D12-2	4	LCL	polyA	WD12	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WE01_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-H7_S55_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-H7_S55_R2_001.fastq.gz	RF	NewMolecule.E01-1	4	LCL	polyA	WE01	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WE01_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-H7_S110_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-H7_S110_R2_001.fastq.gz	RF	NewMolecule.E01-2	4	LCL	polyA	WE01	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WE02_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-G7_S54_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-G7_S54_R2_001.fastq.gz	RF	NewMolecule.E02-1	4	LCL	polyA	WE02	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WE02_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-G7_S109_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-G7_S109_R2_001.fastq.gz	RF	NewMolecule.E02-2	4	LCL	polyA	WE02	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WE03_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-F7_S53_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-F7_S53_R2_001.fastq.gz	RF	NewMolecule.E03-1	4	LCL	polyA	WE03	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WE03_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-F7_S108_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-F7_S108_R2_001.fastq.gz	RF	NewMolecule.E03-2	4	LCL	polyA	WE03	NA	2	#252525	Single high dose LCL
4_LCL_polyA_WE04_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-E7_S52_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-1-E7_S52_R2_001.fastq.gz	RF	NewMolecule.E04-1	4	LCL	polyA	WE04	NA	1	#252525	Single high dose LCL
4_LCL_polyA_WE04_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-E7_S107_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20230216_52SmallMoleculesRNAseq_NovaSeq/YLi-GM-S4-2-E7_S107_R2_001.fastq.gz	RF	NewMolecule.E04-2	4	LCL	polyA	WE04	NA	2	#252525	Single high dose LCL
5_LCL_polyA_DMSO_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-1_090823_L001_ds.79f813f4852c4ef9a8e6038fd1bc4e47/DMSO-1-090823_S44_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-1_090823_L001_ds.79f813f4852c4ef9a8e6038fd1bc4e47/DMSO-1-090823_S44_L001_R2_001.fastq.gz	RF	Exp090823_DMSO_NA_1	5	LCL	polyA	DMSO	NA	1	#969696	Exp090823
5_LCL_polyA_DMSO_NA_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-1_090823_L002_ds.d20fd4af2d724953800ab093c10054ea/DMSO-1-090823_S44_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-1_090823_L002_ds.d20fd4af2d724953800ab093c10054ea/DMSO-1-090823_S44_L002_R2_001.fastq.gz	RF	Exp090823_DMSO_NA_1	5	LCL	polyA	DMSO	NA	1	#969696	Exp090823
5_LCL_polyA_DMSO_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-2_090823_L001_ds.57861a094614407598f70f24a5cdae02/DMSO-2-090823_S45_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-2_090823_L001_ds.57861a094614407598f70f24a5cdae02/DMSO-2-090823_S45_L001_R2_001.fastq.gz	RF	Exp090823_DMSO_NA_2	5	LCL	polyA	DMSO	NA	2	#969696	Exp090823
5_LCL_polyA_DMSO_NA_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-2_090823_L002_ds.4cbf06be861547b6b2de10344e852e19/DMSO-2-090823_S45_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-2_090823_L002_ds.4cbf06be861547b6b2de10344e852e19/DMSO-2-090823_S45_L002_R2_001.fastq.gz	RF	Exp090823_DMSO_NA_2	5	LCL	polyA	DMSO	NA	2	#969696	Exp090823
5_LCL_polyA_DMSO_NA_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-3_090823_L001_ds.84ad795f2b3a451f9bf68f09faa55cb5/DMSO-3-090823_S46_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-3_090823_L001_ds.84ad795f2b3a451f9bf68f09faa55cb5/DMSO-3-090823_S46_L001_R2_001.fastq.gz	RF	Exp090823_DMSO_NA_3	5	LCL	polyA	DMSO	NA	3	#969696	Exp090823
5_LCL_polyA_DMSO_NA_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-3_090823_L002_ds.5c8124ed419a4e7d8c779dc4eb9cdddd/DMSO-3-090823_S46_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-3_090823_L002_ds.5c8124ed419a4e7d8c779dc4eb9cdddd/DMSO-3-090823_S46_L002_R2_001.fastq.gz	RF	Exp090823_DMSO_NA_3	5	LCL	polyA	DMSO	NA	3	#969696	Exp090823
5_LCL_polyA_DMSO_NA_4	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-4_090823_L001_ds.d2cb40a9b82e44489dc42f5d71ae0cf1/DMSO-4-090823_S47_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-4_090823_L001_ds.d2cb40a9b82e44489dc42f5d71ae0cf1/DMSO-4-090823_S47_L001_R2_001.fastq.gz	RF	Exp090823_DMSO_NA_4	5	LCL	polyA	DMSO	NA	4	#969696	Exp090823
5_LCL_polyA_DMSO_NA_4	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-4_090823_L002_ds.e662314766f243c8b60b335a4ef3cf78/DMSO-4-090823_S47_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-4_090823_L002_ds.e662314766f243c8b60b335a4ef3cf78/DMSO-4-090823_S47_L002_R2_001.fastq.gz	RF	Exp090823_DMSO_NA_4	5	LCL	polyA	DMSO	NA	4	#969696	Exp090823
5_LCL_polyA_DMSO_NA_5	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-5_090823_L001_ds.9b8350607a0846ecb17736f50f177953/DMSO-5-090823_S48_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-5_090823_L001_ds.9b8350607a0846ecb17736f50f177953/DMSO-5-090823_S48_L001_R2_001.fastq.gz	RF	Exp090823_DMSO_NA_5	5	LCL	polyA	DMSO	NA	5	#969696	Exp090823
5_LCL_polyA_DMSO_NA_5	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-5_090823_L002_ds.988e1582786f4dd9926ee967f72184be/DMSO-5-090823_S48_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_DMSO-5_090823_L002_ds.988e1582786f4dd9926ee967f72184be/DMSO-5-090823_S48_L002_R2_001.fastq.gz	RF	Exp090823_DMSO_NA_5	5	LCL	polyA	DMSO	NA	5	#969696	Exp090823
5_LCL_polyA_SMSM27_120_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-12uM_1_L001_ds.8b81be73257e4a2da499f0df550f1ad0/SMSM27-0-12uM-1_S32_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-12uM_1_L001_ds.8b81be73257e4a2da499f0df550f1ad0/SMSM27-0-12uM-1_S32_L001_R2_001.fastq.gz	RF	Exp090823_SMSM27_120_1	5	LCL	polyA	SMSM27	120	1	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_120_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-12uM_1_L002_ds.d42572fa46234cd2a52766a4bbaa6bd2/SMSM27-0-12uM-1_S32_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-12uM_1_L002_ds.d42572fa46234cd2a52766a4bbaa6bd2/SMSM27-0-12uM-1_S32_L002_R2_001.fastq.gz	RF	Exp090823_SMSM27_120_1	5	LCL	polyA	SMSM27	120	1	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_120_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-12uM_2_L001_ds.f6d4884a72d6443b8de19c7dead60792/SMSM27-0-12uM-2_S33_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-12uM_2_L001_ds.f6d4884a72d6443b8de19c7dead60792/SMSM27-0-12uM-2_S33_L001_R2_001.fastq.gz	RF	Exp090823_SMSM27_120_2	5	LCL	polyA	SMSM27	120	2	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_120_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-12uM_2_L002_ds.e6620f94ffc34d4597d7d43e5039943e/SMSM27-0-12uM-2_S33_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-12uM_2_L002_ds.e6620f94ffc34d4597d7d43e5039943e/SMSM27-0-12uM-2_S33_L002_R2_001.fastq.gz	RF	Exp090823_SMSM27_120_2	5	LCL	polyA	SMSM27	120	2	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_120_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-12uM_3_L001_ds.fdd87c58a27b48ffa4d420b37c72dc30/SMSM27-0-12uM-3_S34_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-12uM_3_L001_ds.fdd87c58a27b48ffa4d420b37c72dc30/SMSM27-0-12uM-3_S34_L001_R2_001.fastq.gz	RF	Exp090823_SMSM27_120_3	5	LCL	polyA	SMSM27	120	3	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_120_3	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-12uM_3_L002_ds.8ec7dd48fee24b37b33497d3c9037f1f/SMSM27-0-12uM-3_S34_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-12uM_3_L002_ds.8ec7dd48fee24b37b33497d3c9037f1f/SMSM27-0-12uM-3_S34_L002_R2_001.fastq.gz	RF	Exp090823_SMSM27_120_3	5	LCL	polyA	SMSM27	120	3	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_600_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-6uM_1_L001_ds.e2e7bf63eab84eb5ad5f2810c2c2fa86/SMSM27-0-6uM-1_S29_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-6uM_1_L001_ds.e2e7bf63eab84eb5ad5f2810c2c2fa86/SMSM27-0-6uM-1_S29_L001_R2_001.fastq.gz	RF	Exp090823_SMSM27_600_1	5	LCL	polyA	SMSM27	600	1	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_600_1	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-6uM_1_L002_ds.5fdf6dc9d7dc4a369cd1263b504af9cb/SMSM27-0-6uM-1_S29_L002_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-6uM_1_L002_ds.5fdf6dc9d7dc4a369cd1263b504af9cb/SMSM27-0-6uM-1_S29_L002_R2_001.fastq.gz	RF	Exp090823_SMSM27_600_1	5	LCL	polyA	SMSM27	600	1	#e41a1c	Exp090823
5_LCL_polyA_SMSM27_600_2	GRCh38_GencodeRelease44Comprehensive	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-6uM_2_L001_ds.1c0feb1ef1ac4aa9aad131dddbff16fc/SMSM27-0-6uM-2_S30_L001_R1_001.fastq.gz	/cds/yangili1/bjf79/Fastq/20231030_Junxing_3MoleculesOfInterest/Sample_SMSM27_0-6uM_2_L001_ds.1c0feb1ef1ac4aa9aad131dddbff16fc/SMSM27-0-6uM-2_S30_L001_R2_001.fastq.gz	RF	Exp090823_SMSM27_600_2	5	LCL	polyA	SMSM27	600	2	#e41a1c	Exp090823
